,id,post_id,user_id,rating_percent,rated_at,category,title,genre,mood,username
1711,1803,916,1,40,2024-08-18 13:12:54,Vible,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,motivational/spiritual,"['warmth', 'compassion', 'conviction', 'sincerity']",afrobeezy
1712,1804,915,1,49,2024-08-18 13:12:56,Vible,Trust God’s timing,Inspirational,"['Calmness', 'Sincerity', 'Hopefulness']",afrobeezy
1713,1805,914,1,88,2024-08-18 13:12:58,Vible,God is proud of you,motivational speech,Unknown,afrobeezy
1714,1806,898,1,100,2024-08-18 13:12:59,Vible,A Special Message From GOD Only For YOU  You Must Hear This  Lord Helps,Inspirational/Spiritual,"['Calmness', 'Compassion', 'Reassurance', 'Encouragement', 'Hope']",afrobeezy
1715,1807,897,1,59,2024-08-18 13:13:00,Vible,prayer changes person who pray amazing god amen god jesus jesuslover jesuschrist jesusislord christianity,Spiritual/Inspirational,"['Warmth', 'Reassurance', 'Peace', 'Reflection']",afrobeezy
1716,1808,896,1,6,2024-08-18 13:13:08,Vible,God allways has a plan for you🙏❤️ motivation inspiration life amazinggod jesuslover jesus  god,Spiritual/Religious Commentary,Unknown,afrobeezy
1717,1809,52,1,68,2024-08-18 13:15:56,Vible,Matthew 25:29,motivational/spiritual,"['warmth', 'authority', 'compassion', 'hope', 'support']",afrobeezy
1718,1810,83,1,67,2024-08-18 13:16:03,Vible,Clarity brings power.,Inspirational/Artistic Reflection,"['Thoughtfulness', 'Determination', 'Urgency', 'Calmness']",afrobeezy
1719,1811,390,1,38,2024-08-18 13:16:13,Vible,untitled_video,Spiritual Narrative,"['Tranquility', 'Wisdom', 'Connection', 'Hope', 'Enlightenment']",afrobeezy
1720,1812,156,1,43,2024-08-18 13:16:39,Vible,untitled_video,motivational narrative,"['enthusiasm', 'inspiration', 'determination', 'urgency', 'awe']",afrobeezy
1721,1813,424,1,28,2024-08-18 13:16:39,Vible,untitled_video,Spiritual/Inspirational,Unknown,afrobeezy
1722,1814,727,1,41,2024-08-18 13:16:42,Vible,"there is no other God, but Jesus Christ -",Religious Sermon,Unknown,afrobeezy
1723,1815,133,1,35,2024-08-18 13:19:48,Vible,untitled_video,motivational/narrative,"['serenity', 'openness', 'introspection']",afrobeezy
1724,1816,822,1,99,2024-08-18 13:20:43,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,Religious/Spiritual,"['serenity', 'hopefulness', 'compassion', 'reassurance', 'contemplation']",afrobeezy
1725,1817,389,1,13,2024-08-18 13:20:59,Vible,untitled_video,Spiritual/Religious,"['solemnity', 'reverence', 'compassion', 'reflection', 'gravitas']",afrobeezy
1726,1818,861,1,90,2024-08-18 13:21:05,Vible,This will help you in better health and finincal stability,Motivational/Self-Help,"['inspiration', 'hope', 'confidence', 'tranquility']",afrobeezy
1727,1819,811,1,89,2024-08-18 13:21:14,Vible,Goliath thought he had already won as soon as he saw David and laughed at him,Educational/Biblical Commentary,"['Curiosity', 'Engagement', 'Contemplation', 'Hope', 'Resolution']",afrobeezy
1728,1820,100,1,99,2024-08-18 13:21:17,Vible,untitled_video,Motivational/Inspirational,"['Inspiration', 'Motivation', 'Determination']",afrobeezy
1729,1822,11,1,56,2024-08-18 13:21:43,Vible,Recipe for a flow state,Educational/Inspirational,"['enthusiasm', 'engagement', 'curiosity', 'passion']",afrobeezy
1730,1823,641,1,73,2024-08-18 13:21:45,Vible,3 types of people you will encounter in life.,Educational/Inspirational,Unknown,afrobeezy
1731,1824,654,1,100,2024-08-18 13:21:47,Vible,"Remeber, You have to take risks.",Inspiring documentary/educational,"['intensity', 'strength', 'caution', 'inspiration']",afrobeezy
1732,1825,651,1,27,2024-08-18 13:21:50,Vible,Speak like an ALPHA.,Educational / Motivational,Unknown,afrobeezy
1733,1826,650,1,40,2024-08-18 13:21:54,Vible,NEVER.,Animated Narrative/Visual Poetry,"['Intensity', 'Threatening assertiveness', 'Complex emotional duality']",afrobeezy
1734,1827,1151,946,27,2024-08-18 13:33:48,Vible,Leave a ✊🏾 below if you needed to hear this. 🙏🏽 #leadership #productivity #service,Educational/Informative,"['enthusiasm', 'calmness', 'authoritative']",Jerrylopezgives
1735,1828,159,946,10,2024-08-18 13:33:49,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",Jerrylopezgives
1736,1829,1139,946,41,2024-08-18 13:34:37,Vible,The good old days… 😞 - Candace Owens - #relationshipquote #marriagequote #oldrelationship #realtalks #candaceowens,Educational/Informative,"['Curiosity', 'Confidence', 'Passion', 'Engagement', 'Animated enthusiasm']",Jerrylopezgives
1737,1830,560,946,13,2024-08-18 13:34:49,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",Jerrylopezgives
1738,1831,1147,946,17,2024-08-18 13:34:57,Vible,Self-love is not a weak sport. People who hate themselves pour hate into the world.Those who honor themselves uplift it. Do you agree_ 🙏🏽 #leadership  #productivity  #service,Educational/Technology,"['Excitement', 'Curiosity', 'Inspiration']",Jerrylopezgives
1739,1832,796,946,23,2024-08-18 13:35:00,Vible,Why Are Good People Hated,Inspirational Speech,"['Passion', 'Determination', 'Inspiration', 'Defiance']",Jerrylopezgives
1740,1833,161,946,20,2024-08-18 13:35:07,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",Jerrylopezgives
1741,1834,143,946,17,2024-08-18 13:41:40,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",Jerrylopezgives
1742,1835,151,946,16,2024-08-18 14:14:52,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",Jerrylopezgives
1743,1836,540,946,10,2024-08-18 14:14:56,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",Jerrylopezgives
1744,1837,33,946,17,2024-08-18 14:15:01,Vible,Enough is enough,motivational narrative,"['urgency', 'seriousness', 'contemplative', 'motivational', 'inspirational']",Jerrylopezgives
1745,1838,415,946,17,2024-08-18 14:15:02,Vible,untitled_video,Spiritual/Religious,"['compassion', 'strength', 'wisdom', 'invitation', 'hope']",Jerrylopezgives
1746,1839,1139,152,10,2024-08-18 15:56:20,Vible,The good old days… 😞 - Candace Owens - #relationshipquote #marriagequote #oldrelationship #realtalks #candaceowens,Educational/Informative,"['Curiosity', 'Confidence', 'Passion', 'Engagement', 'Animated enthusiasm']",Dev
1747,1840,1147,152,10,2024-08-18 15:56:21,Vible,Self-love is not a weak sport. People who hate themselves pour hate into the world.Those who honor themselves uplift it. Do you agree_ 🙏🏽 #leadership  #productivity  #service,Educational/Technology,"['Excitement', 'Curiosity', 'Inspiration']",Dev
1748,1841,818,152,8,2024-08-19 11:47:31,Vible,You are like the lost shepherd needing to be guided by God,Animated Narrative,"['concern', 'urgency', 'joy', 'relief', 'celebration']",Dev
1749,1842,844,1,77,2024-08-19 21:33:56,Vible,We can make the world brighter with Jesus!,Spiritual/Motivational Documentary,"['Peace', 'Hope', 'Determination']",afrobeezy
1750,1843,169,1,39,2024-08-19 21:33:58,Vible,untitled_video,Inspirational/Spiritual Narrative,"['serenity', 'longing', 'devotion', 'hope', 'joy', 'sadness']",afrobeezy
1751,1844,650,152,8,2024-08-20 10:23:16,Vible,NEVER.,Animated Narrative/Visual Poetry,"['Intensity', 'Threatening assertiveness', 'Complex emotional duality']",Dev
1752,1845,916,152,8,2024-08-20 10:23:17,Vible,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,motivational/spiritual,"['warmth', 'compassion', 'conviction', 'sincerity']",Dev
1753,1846,691,152,7,2024-08-20 10:23:19,Vible,SKY -,Artistic/Experimental Narrative,"['tranquility', 'calmness', 'urgency', 'confidence', 'hope']",Dev
1754,1847,13,908,24,2024-08-20 12:51:19,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",daksh_bhardwaj
1755,1848,540,908,24,2024-08-20 12:51:29,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",daksh_bhardwaj
1756,1849,979,908,21,2024-08-20 12:51:36,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",daksh_bhardwaj
1757,1850,56,908,23,2024-08-20 12:51:38,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",daksh_bhardwaj
1758,1851,1139,908,24,2024-08-20 12:51:40,Vible,The good old days… 😞 - Candace Owens - #relationshipquote #marriagequote #oldrelationship #realtalks #candaceowens,Educational/Informative,"['Curiosity', 'Confidence', 'Passion', 'Engagement', 'Animated enthusiasm']",daksh_bhardwaj
1759,1852,1147,908,18,2024-08-20 12:51:43,Vible,Self-love is not a weak sport. People who hate themselves pour hate into the world.Those who honor themselves uplift it. Do you agree_ 🙏🏽 #leadership  #productivity  #service,Educational/Technology,"['Excitement', 'Curiosity', 'Inspiration']",daksh_bhardwaj
1760,1853,38,908,52,2024-08-20 12:51:51,Vible,meditate🧘‍♂️,Inspirational Self-Help,"['Confidence', 'Tranquility', 'Optimism', 'Empowerment']",daksh_bhardwaj
1761,1854,378,908,29,2024-08-20 12:52:07,Vible,untitled_video,Inspirational Narrative,"['urgency', 'determination', 'warmth', 'sincerity', 'hopefulness']",daksh_bhardwaj
1762,1855,19,908,20,2024-08-20 12:52:08,Vible,WE ARE MADE OF STARS,Educational/Documentary,"['wonder', 'curiosity', 'reflection', 'passion']",daksh_bhardwaj
1763,1856,792,908,17,2024-08-20 12:52:14,Vible,Share God's faith and love with those around you by living true to His values __and teachings.,Educational/Instructional,"['curiosity', 'engagement', 'interest']",daksh_bhardwaj
1764,1857,1105,908,70,2024-08-20 12:57:35,Vible,No great life was ever built on a foundation of excuses. So stop making them. Most of them are self-created delusions. [Leave a “YES” in the comments below if you agree!],Motivational/Self-Help,Unknown,daksh_bhardwaj
1765,1858,780,908,21,2024-08-20 12:57:36,Vible,John 3-16,philosophical discussion,Unknown,daksh_bhardwaj
1766,1859,516,908,19,2024-08-20 12:58:09,Vible,untitled_video,Religious / Inspirational,"['Awe', 'Reverence', 'Strength', 'Benevolence']",daksh_bhardwaj
1767,1860,163,908,23,2024-08-20 12:58:26,Vible,untitled_video,philosophical/spiritual exploration,"['hope', 'anguish', 'sympathy', 'transformation']",daksh_bhardwaj
1768,1861,983,908,23,2024-08-20 12:58:28,Vible,Love your suffering,Philosophical Art Video,"['strength', 'determination', 'pain']",daksh_bhardwaj
1769,1862,33,908,19,2024-08-20 12:58:35,Vible,Enough is enough,motivational narrative,"['urgency', 'seriousness', 'contemplative', 'motivational', 'inspirational']",daksh_bhardwaj
1770,1863,155,908,17,2024-08-20 12:58:36,Vible,untitled_video,Educational/Instructional,"['analytical', 'curious', 'engaged']",daksh_bhardwaj
1771,1864,1140,1,100,2024-08-20 12:59:12,Vible,5 simple ways to make this day better. 🙏🏽#leadership #productivity #service #betterdays,Self-help / Motivational,"['Positivity', 'Sincerity', 'Confidence', 'Empathy', 'Encouragement']",afrobeezy
1772,1865,1153,1,64,2024-08-20 12:59:15,Vible,Its not a compromise… #dailywisdom #jordanpeterson #motivation,Reflective Discussion,"['Contemplative', 'Passionate', 'Serious', 'Engaged']",afrobeezy
1773,1866,633,5,17,2024-08-21 11:26:58,Vible,The Perspective Limiter.,Documentary,Unknown,kinha
1774,1867,781,5,21,2024-08-21 11:26:59,Vible,introduction vid by-  King,Comedy/Satire,Unknown,kinha
1775,1868,13,946,12,2024-08-21 17:50:06,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",Jerrylopezgives
1776,1869,979,946,10,2024-08-21 17:50:07,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",Jerrylopezgives
1777,1870,841,946,14,2024-08-21 17:50:46,Vible,"Dear Jesus Christ, please keep me safe",Spiritual/Religious,Unknown,Jerrylopezgives
1778,1871,56,946,18,2024-08-21 17:51:16,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",Jerrylopezgives
1779,1872,1107,946,20,2024-08-21 17:51:19,Vible,Robert Greene in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #your20s #adviceforyou #liveyourlife #robertgreene,Inspirational Narrative,"['Enthusiasm', 'Joy', 'Contemplation', 'Passion', 'Introspection']",Jerrylopezgives
1780,1873,150,946,78,2024-08-21 17:51:21,Vible,untitled_video,Motivational/Inspirational,"['Determination', 'Introspection', 'Resilience', 'Struggle', 'Moral Dilemma']",Jerrylopezgives
1781,1874,43,946,19,2024-08-21 17:51:56,Vible,why are you here?,Artistic Commentary,"['contemplative', 'thoughtful', 'resolved', 'reflective', 'inspiring']",Jerrylopezgives
1782,1875,779,946,66,2024-08-21 17:57:23,Vible,You really changed these past year what happen?,Inspirational/Reflective,"['thoughtfulness', 'curiosity', 'reflective']",Jerrylopezgives
1783,1876,792,946,9,2024-08-21 17:59:01,Vible,Share God's faith and love with those around you by living true to His values __and teachings.,Educational/Instructional,"['curiosity', 'engagement', 'interest']",Jerrylopezgives
1784,1877,770,946,9,2024-08-21 18:00:11,Vible,lucifer or LOSEfer,Dramatic Visual Narrative,Unknown,Jerrylopezgives
1785,1878,984,946,9,2024-08-21 18:00:14,Vible,Dont make perfections instead make mistakes - StoicMentor,Motivational/Inspirational,Unknown,Jerrylopezgives
1786,1879,1108,946,55,2024-08-21 18:00:56,Vible,Dr Aseem in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #healthadvice #healthtip #gymadvice #thediaryofaceo,Health Education,Unknown,Jerrylopezgives
1787,1880,159,953,24,2024-08-22 16:14:04,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",mohamedmostafffa_07i8f5l1c
1788,1881,1139,953,19,2024-08-22 16:14:05,Vible,The good old days… 😞 - Candace Owens - #relationshipquote #marriagequote #oldrelationship #realtalks #candaceowens,Educational/Informative,"['Curiosity', 'Confidence', 'Passion', 'Engagement', 'Animated enthusiasm']",mohamedmostafffa_07i8f5l1c
1789,1882,560,953,19,2024-08-22 16:14:07,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",mohamedmostafffa_07i8f5l1c
1790,1883,896,18,41,2024-08-23 05:33:01,Vible,God allways has a plan for you🙏❤️ motivation inspiration life amazinggod jesuslover jesus  god,Spiritual/Religious Commentary,Unknown,jack
1791,1884,1101,5,19,2024-08-23 12:48:41,Vible,"Women are killing it, how do we lift up men to make better partners for them_ #wisdom #inspiration #motivation .mp4",Educational/Informative,"['Confidence', 'Relatability', 'Thoughtfulness', 'Engagement', 'Seriousness']",kinha
1792,1885,173,955,21,2024-08-23 13:55:56,Vible,untitled_video,motivational/spiritual narrative,"['determination', 'urgency', 'conviction', 'hope', 'courage']",epulier_09f7l5i5c
1793,1886,549,955,21,2024-08-23 13:55:57,Vible,untitled_video,Narrative/Inspirational,"['contemplative', 'determined', 'tense', 'reflective', 'empowered']",epulier_09f7l5i5c
1794,1887,979,955,20,2024-08-23 13:55:57,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",epulier_09f7l5i5c
1795,1888,31,955,18,2024-08-23 13:55:58,Vible,Don't laugh,Motivational Speech,"['seriousness', 'concern', 'warmth', 'earnestness', 'light-heartedness']",epulier_09f7l5i5c
1796,1889,44,955,23,2024-08-23 13:56:00,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",epulier_09f7l5i5c
1797,1890,13,955,45,2024-08-23 13:56:42,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",epulier_09f7l5i5c
1798,1891,56,955,19,2024-08-23 13:56:44,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",epulier_09f7l5i5c
1799,1892,540,955,22,2024-08-23 13:56:49,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",epulier_09f7l5i5c
1800,1893,159,955,29,2024-08-23 13:56:51,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",epulier_09f7l5i5c
1801,1894,560,955,17,2024-08-23 13:56:52,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",epulier_09f7l5i5c
1802,1895,841,955,17,2024-08-23 13:56:55,Vible,"Dear Jesus Christ, please keep me safe",Spiritual/Religious,Unknown,epulier_09f7l5i5c
1803,1896,43,955,17,2024-08-23 13:56:58,Vible,why are you here?,Artistic Commentary,"['contemplative', 'thoughtful', 'resolved', 'reflective', 'inspiring']",epulier_09f7l5i5c
1804,1897,161,955,15,2024-08-23 13:57:03,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",epulier_09f7l5i5c
1805,1898,770,955,15,2024-08-23 13:57:05,Vible,lucifer or LOSEfer,Dramatic Visual Narrative,Unknown,epulier_09f7l5i5c
1806,1899,780,955,19,2024-08-23 13:59:58,Vible,John 3-16,philosophical discussion,Unknown,epulier_09f7l5i5c
1807,1900,151,955,14,2024-08-23 14:00:01,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",epulier_09f7l5i5c
1808,1901,984,955,11,2024-08-23 14:00:03,Vible,Dont make perfections instead make mistakes - StoicMentor,Motivational/Inspirational,Unknown,epulier_09f7l5i5c
1809,1902,916,5,24,2024-08-23 20:24:10,Vible,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,motivational/spiritual,"['warmth', 'compassion', 'conviction', 'sincerity']",kinha
1810,1903,1153,956,29,2024-08-24 03:25:07,Vible,Its not a compromise… #dailywisdom #jordanpeterson #motivation,Reflective Discussion,"['Contemplative', 'Passionate', 'Serious', 'Engaged']",candy_pop_04
1811,1904,1153,946,25,2024-08-24 13:59:58,Vible,Its not a compromise… #dailywisdom #jordanpeterson #motivation,Reflective Discussion,"['Contemplative', 'Passionate', 'Serious', 'Engaged']",Jerrylopezgives
1812,1905,861,946,22,2024-08-24 14:00:05,Vible,This will help you in better health and finincal stability,Motivational/Self-Help,"['inspiration', 'hope', 'confidence', 'tranquility']",Jerrylopezgives
1813,1906,414,946,25,2024-08-24 14:00:19,Vible,untitled_video,Inspirational/Drama,Unknown,Jerrylopezgives
1814,1907,863,946,24,2024-08-24 14:00:46,Vible,In the mighty name of Jesus,Spiritual/Religious,"['Hopefulness', 'Urgency', 'Peace']",Jerrylopezgives
1815,1908,811,946,29,2024-08-24 14:01:02,Vible,Goliath thought he had already won as soon as he saw David and laughed at him,Educational/Biblical Commentary,"['Curiosity', 'Engagement', 'Contemplation', 'Hope', 'Resolution']",Jerrylopezgives
1816,1909,797,946,12,2024-08-24 14:03:05,Vible,The Most Tragic Story Of Lust,"Drama, Religious Narrative","['Vulnerability', 'Guilt', 'Regret', 'Moral anxiety']",Jerrylopezgives
1817,1910,129,946,17,2024-08-24 14:03:17,Vible,untitled_video,Philosophical Exploration,"['curiosity', 'contemplation', 'passion']",Jerrylopezgives
1818,1911,58,946,16,2024-08-24 14:03:24,Vible,act now!,Motivational/Inspirational,"['Inspiration', 'Urgency', 'Empathy', 'Optimism']",Jerrylopezgives
1819,1912,363,5,9,2024-08-26 06:54:31,Vible,untitled_video,dramatic art presentation,"['solemnity', 'introspection', 'determination', 'defiance', 'resolve']",kinha
1820,1913,1145,958,23,2024-08-26 06:59:12,Vible,Look at emotion with no judgement. #powerful #drjuliesmith #dailywisdom,Educational/Informational,Unknown,master145
1821,1914,1147,958,15,2024-08-26 07:46:43,Vible,Self-love is not a weak sport. People who hate themselves pour hate into the world.Those who honor themselves uplift it. Do you agree_ 🙏🏽 #leadership  #productivity  #service,Educational/Technology,"['Excitement', 'Curiosity', 'Inspiration']",master145
1822,1915,792,958,16,2024-08-26 07:46:46,Vible,Share God's faith and love with those around you by living true to His values __and teachings.,Educational/Instructional,"['curiosity', 'engagement', 'interest']",master145
1823,1916,1153,960,9,2024-08-26 10:20:52,Vible,Its not a compromise… #dailywisdom #jordanpeterson #motivation,Reflective Discussion,"['Contemplative', 'Passionate', 'Serious', 'Engaged']",rakesh_00c3i4l9f
1824,1917,419,5,22,2024-08-26 12:16:39,Vible,untitled_video,Inspirational/Artistic,Unknown,kinha
1825,1918,436,5,7,2024-08-26 12:16:43,Vible,untitled_video,Educational/Technical Tutorial,"['Frustration', 'Eureka moments', 'Satisfaction in problem-solving']",kinha
1826,1919,47,5,13,2024-08-26 12:16:48,Vible,be aware...,self-help motivational,"['enthusiasm', 'sincerity', 'conviction', 'happiness', 'frustration', 'motivation']",kinha
1827,1920,131,5,18,2024-08-26 12:17:11,Vible,untitled_video,motivational/inspirational,Unknown,kinha
1828,1921,171,5,16,2024-08-26 12:17:19,Vible,untitled_video,Educational Analysis,"['curiosity', 'frustration', 'desire for clarity']",kinha
1829,1922,56,958,24,2024-08-26 13:14:00,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",master145
1830,1923,31,958,17,2024-08-26 13:14:01,Vible,Don't laugh,Motivational Speech,"['seriousness', 'concern', 'warmth', 'earnestness', 'light-heartedness']",master145
1831,1924,44,958,18,2024-08-26 13:14:06,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",master145
1832,1925,979,958,20,2024-08-26 13:14:07,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",master145
1833,1926,13,958,11,2024-08-26 13:14:10,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",master145
1834,1927,540,958,16,2024-08-26 13:14:11,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",master145
1835,1928,159,958,10,2024-08-26 13:14:11,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",master145
1836,1929,841,958,15,2024-08-26 13:15:05,Vible,"Dear Jesus Christ, please keep me safe",Spiritual/Religious,Unknown,master145
1837,1930,560,958,16,2024-08-26 13:15:54,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",master145
1838,1931,43,958,14,2024-08-26 13:15:55,Vible,why are you here?,Artistic Commentary,"['contemplative', 'thoughtful', 'resolved', 'reflective', 'inspiring']",master145
1839,1932,150,958,21,2024-08-26 13:16:42,Vible,untitled_video,Motivational/Inspirational,"['Determination', 'Introspection', 'Resilience', 'Struggle', 'Moral Dilemma']",master145
1840,1933,984,958,19,2024-08-26 13:16:45,Vible,Dont make perfections instead make mistakes - StoicMentor,Motivational/Inspirational,Unknown,master145
1841,1934,780,958,12,2024-08-26 13:16:47,Vible,John 3-16,philosophical discussion,Unknown,master145
1842,1935,770,958,19,2024-08-26 13:16:48,Vible,lucifer or LOSEfer,Dramatic Visual Narrative,Unknown,master145
1843,1936,154,958,18,2024-08-26 13:16:49,Vible,untitled_video,Educational/Analytical,"['analytical', 'detailed', 'curious']",master145
1844,1937,1107,958,16,2024-08-26 13:16:50,Vible,Robert Greene in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #your20s #adviceforyou #liveyourlife #robertgreene,Inspirational Narrative,"['Enthusiasm', 'Joy', 'Contemplation', 'Passion', 'Introspection']",master145
1845,1938,1145,152,9,2024-08-26 14:30:21,Vible,Look at emotion with no judgement. #powerful #drjuliesmith #dailywisdom,Educational/Informational,Unknown,Dev
1846,1939,173,949,19,2024-08-27 02:38:23,Vible,untitled_video,motivational/spiritual narrative,"['determination', 'urgency', 'conviction', 'hope', 'courage']",raosachin
1847,1940,1189,961,13,2024-08-27 03:18:33,Vible,This is why we live in a simulation 🤯 - Speaker_ Kanye West - #lifequote #lifesimulation #simulation #kanyewest,Inspirational Commentary,"['Urgency', 'Passion', 'Amusement', 'Contemplation']",sidharth_08l6f9i5c
1848,1943,56,964,18,2024-08-27 06:39:29,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",RohitKamble2233
1849,1944,31,964,21,2024-08-27 06:39:56,Vible,Don't laugh,Motivational Speech,"['seriousness', 'concern', 'warmth', 'earnestness', 'light-heartedness']",RohitKamble2233
1850,1945,44,964,22,2024-08-27 06:40:06,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",RohitKamble2233
1851,1946,979,964,21,2024-08-27 06:40:07,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",RohitKamble2233
1852,1947,13,964,13,2024-08-27 06:40:13,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",RohitKamble2233
1853,1948,540,964,14,2024-08-27 06:40:14,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",RohitKamble2233
1854,1949,560,964,15,2024-08-27 06:40:14,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",RohitKamble2233
1855,1950,159,964,14,2024-08-27 06:40:17,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",RohitKamble2233
1856,1951,43,964,13,2024-08-27 06:40:18,Vible,why are you here?,Artistic Commentary,"['contemplative', 'thoughtful', 'resolved', 'reflective', 'inspiring']",RohitKamble2233
1857,1952,841,964,12,2024-08-27 06:40:20,Vible,"Dear Jesus Christ, please keep me safe",Spiritual/Religious,Unknown,RohitKamble2233
1858,1953,161,964,12,2024-08-27 06:40:22,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",RohitKamble2233
1859,1954,770,964,15,2024-08-27 06:40:26,Vible,lucifer or LOSEfer,Dramatic Visual Narrative,Unknown,RohitKamble2233
1860,1955,984,964,13,2024-08-27 06:40:27,Vible,Dont make perfections instead make mistakes - StoicMentor,Motivational/Inspirational,Unknown,RohitKamble2233
1861,1956,780,964,10,2024-08-27 06:40:30,Vible,John 3-16,philosophical discussion,Unknown,RohitKamble2233
1862,1957,151,964,12,2024-08-27 06:40:31,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",RohitKamble2233
1863,1958,1107,964,12,2024-08-27 06:40:32,Vible,Robert Greene in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #your20s #adviceforyou #liveyourlife #robertgreene,Inspirational Narrative,"['Enthusiasm', 'Joy', 'Contemplation', 'Passion', 'Introspection']",RohitKamble2233
1864,1959,1189,964,13,2024-08-27 06:40:34,Vible,This is why we live in a simulation 🤯 - Speaker_ Kanye West - #lifequote #lifesimulation #simulation #kanyewest,Inspirational Commentary,"['Urgency', 'Passion', 'Amusement', 'Contemplation']",RohitKamble2233
1865,1960,150,964,14,2024-08-27 06:42:10,Vible,untitled_video,Motivational/Inspirational,"['Determination', 'Introspection', 'Resilience', 'Struggle', 'Moral Dilemma']",RohitKamble2233
1866,1961,792,964,17,2024-08-27 06:42:19,Vible,Share God's faith and love with those around you by living true to His values __and teachings.,Educational/Instructional,"['curiosity', 'engagement', 'interest']",RohitKamble2233
